Latitude,Longitude,Locations,year,fatalities,ground
39.63186,-97.13983,"Palmer, Washington",1975,3   (passengers:2  crew:1),0
-34.6085,-58.37344,Argentina,1975,12   (passengers:9  crew:3),0
1.68083,-75.2849,"Near Doncello, Colombia",1975,21   (passengers:17  crew:4),0
33.97542,-118.03407,"Whittier, California",1975,14   (passengers:10  crew:4),0
58.29973,-134.40679,"Juneau, Alaska",1975,5   (passengers:4  crew:1),0
47.49973,19.05508,"Budapest, Hunary",1975,9   (passengers:0  crew:9),0
20.40191,104.03817,"Xam Neua, Laos",1975,16   (passengers:?  crew:?),0
41.06071,28.98772,"Istanbul, Turkey",1975,42   (passengers:38  crew:4),0
18.47185,-69.89139,"Santo Domingo, Dominican Republic",1975,1   (passengers:0  crew:1),0
61.13039,-146.3541,"Valdez, Alaska",1975,2   (passengers:1  crew:1),0
29.76059,-95.36968,"Houston, Texas",1975,5   (passengers:3  crew:2),0
14.58865,120.98454,"Manila, Philippines",1975,33   (passengers:29  crew:4),0
35.48789,24.0606,"Souda, Crete",1975,40   (passengers:35  crew:5),0
64.84526,-147.7221,"Fairbanks, Alaska",1975,3   (passengers:0  crew:3),0
6.2459,-75.57457,"Medellin, Colombia",1975,5   (passengers:0  crew:5),0
-23.52433,-46.49843,"Near Sao Paulo, Brazil",1975,15   (passengers:13  crew:2),0
42.76291,-88.21293,"Waterford, Wisconsin",1975,2   (passengers:2  crew:0),0
13.98076,108.00073,"Pleiku, South Vietnam",1975,26   (passengers:20  crew:6),0
-34.6085,-58.37344,Argentina,1975,55   (passengers:50  crew:5),0
13.15282,33.92204,"Singa, Sudan",1975,5   (passengers:3  crew:2),0
45.04974,136.61538,"Near Terney, Russia",1975,7   (passengers:6  crew:1),0
47.69894,-122.80226,"Near Quilcene, Washington",1975,16   (passengers:?  crew:?),0
10.84079,106.65377,"Saigon, South Vietnam",1975,155   (passengers:150  crew:5),0
34.43574,-119.82503,"Goleta, California",1975,3   (passengers:2  crew:1),0
70.20118,-148.46304,"Deadhorse, Alaska",1975,2   (passengers:2  crew:0),0
8.0828,-72.79985,"Near Sardinata, Colombia",1975,3   (passengers:0  crew:3),0
-38.66769,145.62102,"Off Cape Paterson, Australia",1975,2   (passengers:0  crew:2),0
63.69509,-170.46528,"Savoonga, Alaska",1975,6   (passengers:5  crew:1),0
17.17215,104.11026,"Near Sakon Nakhon, Thailand",1975,23   (passengers:19  crew:4),0
14.58865,120.98454,"Manila, Philippines",1975,1   (passengers:1  crew:0),0
-15.77843,-47.92866,Brazil,1975,1   (passengers:0  crew:1),3
40.66638,-73.78775,"JFK Airport, New York, New York",1975,113   (passengers:107  crew:6),0
41.65381,-83.53626,"Toledo, Ohio",1975,2   (passengers:1  crew:1),0
6.95337,-71.87352,"Near Saravena, Colombia",1975,3   (passengers:0  crew:3),0
47.21812,-1.55306,"Nantes, France",1975,8   (passengers:6  crew:2),0
-33.20126,-70.6752,"Near Colina, Chile",1975,10   (passengers:8  crew:2),0
59.64657,-151.54422,"Homer, Alaska",1975,2   (passengers:1  crew:1),0
4.61496,-74.06941,"Bogota, Colombia",1975,2   (passengers:0  crew:2),0
32.95459,-117.04199,"Poway, California",1975,4   (passengers:3  crew:1),0
41.64529,41.64558,"Near Batumi, Georgia, USSR",1975,40   (passengers:35  crew:5),0
43.02494,-83.07451,"Imlay City, Michigan",1975,6   (passengers:0  crew:6),0
25.03737,121.56355,"Taipei, Taiwan",1975,28   (passengers:?  crew:?),0
-33.43722,-70.65002,"Santiago, Chile",1975,10   (passengers:?  crew:?),0
13.54224,-87.48411,"Off Amapala, Honduras",1975,20   (passengers:17  crew:3),0
30.6746,-9.47889,"Immouzer, Morocco",1975,188   (passengers:181  crew:7),0
39.74001,-104.99202,"Denver, Colorado",1975,0   (passengers:0  crew:0),0
54.44685,113.5855,"Bagdarin, Russia",1975,11   (passengers:6  crew:5),0
18.49211,80.86959,USSR,1975,23   (passengers:21  crew:2),0
33.4993,36.30132,"Near Damascus, Syria",1975,126   (passengers:115  crew:11),0
38.86027,-82.85863,"Minford, Ohio",1975,2   (passengers:1  crew:1),0
63.77678,-171.72613,"Near Gambell, Alaska",1975,10   (passengers:7  crew:3),0
13.69967,-89.2068,El Salvador,1975,20   (passengers:?  crew:?),0
51.3452,12.38594,"Leipzig-Halle, East Germany",1975,27   (passengers:24  crew:3),0
11.59646,37.36173,"Bahar Dar, Ethiopia",1975,1   (passengers:1  crew:0),0
-2.9366,104.76091,"Near Palembang, Indonesia",1975,25   (passengers:21  crew:4),1
33.89607,35.50678,"Off Beirut, Lebanon",1975,60   (passengers:50  crew:10),0
48.42893,-123.36789,"Tan Tan, Canada",1975,7   (passengers:5  crew:2),0
10.98269,-74.83019,"Barranquilla, Colombia",1975,4   (passengers:0  crew:4),0
58.5234,31.27009,"Novgorod, Russia",1975,6   (passengers:2  crew:4),5
-16.88413,145.76121,"Cairns Airport, Queensland, Australia",1975,11   (passengers:8  crew:3),0
39.00398,-119.94726,"Zephyr Cove, Nevada",1975,2   (passengers:1  crew:1),0
-16.49908,-68.13378,Bolivia,1975,67   (passengers:63  crew:4),0
41.30707,-96.80766,"Near Prague, Czechoslovakia",1975,75   (passengers:71  crew:4),0
39.17263,-91.88725,of Mexico,1975,9   (passengers:8  crew:1),0
40.79373,-77.8607,"State College, Pennsylvania",1975,4   (passengers:3  crew:1),0
61.75087,-150.0451,"Willow, Alaska",1975,3   (passengers:2  crew:1),0
43.00709,41.00918,"Near Sukhumi, Georgia, USSR",1975,38   (passengers:33  crew:5),0
17.02421,-89.67428,"Caoba, Guatemala",1975,15   (passengers:11  crew:4),0
50.0042,36.23577,"Kharkov, Ukraine, USSR",1975,19   (passengers:18  crew:1),0
18.49211,80.86959,USSR,1975,6   (passengers:?  crew:?),5
42.69719,23.32431,"Sofia, Bulgaria",1975,3   (passengers:2  crew:1),0
41.12335,-74.95564,"Lahfan, Egypt",1975,20   (passengers:11  crew:9),0
51.65213,-0.3907,"Hertfordshire, England",1975,6   (passengers:5  crew:1),0
40.83569,-115.76754,"Elko, Nevada",1975,2   (passengers:1  crew:1),0
11.26934,124.9645,"Tacloban, Philippines",1975,9   (passengers:8  crew:1),0
39.92215,-105.50449,"Rollinsville, Colorado",1975,9   (passengers:8  crew:1),0
28.31757,46.12565,"Near Al Qaysumah, Saudi Arabia",1976,82   (passengers:67  crew:15),0
55.75697,37.61502,"Moscow, Russia",1976,61   (passengers:56  crew:5),1
61.21753,-149.85826,"Anchorage, Alaska",1976,6   (passengers:4  crew:2),0
35.15064,-107.84989,"Grants, New Mexico",1976,4   (passengers:3  crew:1),0
12.10083,123.73836,"Mactan Island, Philippines",1976,7   (passengers:6  crew:1),0
46.47964,-116.25539,"Orofino, Idaho",1976,3   (passengers:2  crew:1),0
2.91712,-75.27405,"Near Bogota, Colombia",1976,13   (passengers:10  crew:3),0
-14.85837,-66.74392,"Near San Borja, Bolivia",1976,7   (passengers:4  crew:3),0
-4.02157,-79.20295,"Near Loja, Ecuador",1976,34   (passengers:28  crew:6),0
31.25516,121.47471,"Near Shanghai, China",1976,40   (passengers:?  crew:?),0
-27.11304,-52.61192,"Chapeco, Brazil",1976,9   (passengers:7  crew:2),0
42.88435,74.60355,Kyrgyzstan,1976,6   (passengers:0  crew:6),0
30.22033,-92.01705,"Lafayette, Louisiana",1976,2   (passengers:1  crew:1),0
2.93791,-75.58648,"Off Santa Maria, Colombia",1976,3   (passengers:0  crew:3),0
40.42028,-3.70578,"Madrid, Spain",1976,7   (passengers:0  crew:7),0
34.1844,-118.44652,"Van Nuys, California",1976,3   (passengers:1  crew:2),0
52.30026,104.24686,"Irkutsk, Russia",1976,24   (passengers:15  crew:9),0
17.72882,-64.75812,"St. Croix, Virgin Islands",1976,5   (passengers:5  crew:0),0
45.79175,24.14758,"Sibiu, Romania",1976,6   (passengers:?  crew:?),0
-16.49908,-68.13378,Bolivia,1976,19   (passengers:?  crew:?),0
51.66782,39.20696,"Near Voronezh, Russia",1976,111   (passengers:100  crew:11),7
59.32739,-155.89492,"Igiugig, Alaska",1976,4   (passengers:3  crew:1),0
33.38938,-117.58065,"San Onofre, California",1976,2   (passengers:1  crew:1),0
23.13212,-82.36749,Havana. Cuba,1976,5   (passengers:0  crew:5),0
0.50317,-76.49946,"Near Puerto Asis, Colombia",1976,5   (passengers:4  crew:1),0
55.3421,-131.64784,"Ketchikan, Alaska",1976,1   (passengers:1  crew:0),0
48.53449,-123.01648,"Friday Harbor, Washington",1976,7   (passengers:6  crew:1),0
39.19002,-106.81818,"Aspen, Colorado",1976,2   (passengers:1  crew:1),0
-38.95127,-68.06074,"Neuquen, Argentina",1976,34   (passengers:31  crew:3),0
33.72893,-116.37866,"Palm Desert, California",1976,6   (passengers:5  crew:1),0
39.17263,-91.88725,of Mexico,1976,12   (passengers:11  crew:1),0
18.349,-64.93043,"St. Thomas, Virgin Islands",1976,37   (passengers:35  crew:2),0
68.14499,-151.73254,"Anaktuvuk, Alaska",1976,5   (passengers:4  crew:1),0
-16.27608,27.47665,"Near Monze, Zambia",1976,9   (passengers:8  crew:1),0
14.58865,120.98454,Philippines,1976,4   (passengers:?  crew:?),0
40.07127,-2.13634,"Cuneca, Spain",1976,17   (passengers:7  crew:10),0
51.4937,31.29441,"Chernigov, Ukraine, USSR",1976,52   (passengers:46  crew:6),0
56.80782,-132.96983,"Petersburg, Alaska",1976,6   (passengers:5  crew:1),0
6.92131,122.07444,"Zamboanga, Philipines",1976,14   (passengers:14  crew:0),3
3.75615,8.77949,Equatorial Guinea,1976,45   (passengers:35  crew:10),0
13.47357,144.7542,"Agana, Guam",1976,45   (passengers:33  crew:12),1
5.98139,116.07423,"Off Kota Kinabalu, Malaysia",1976,12   (passengers:?  crew:?),0
38.92667,-107.46668,"Somerset, Colorado",1976,2   (passengers:1  crew:1),0
0.01953,32.44121,"Entebbe, Uganda",1976,7   (passengers:?  crew:?),0
19.73491,96.20139,Burma,1976,17   (passengers:?  crew:?),0
39.43959,-92.54399,"Huntsville, Missouri",1976,5   (passengers:3  crew:2),0
37.60622,-99.29174,"Greensburg, Kansas",1976,2   (passengers:2  crew:0),0
44.2603,-72.57627,Vermont,1976,3   (passengers:2  crew:1),0
33.5249,46.19903,"Near Tehran, Iran",1976,5   (passengers:0  crew:5),0
37.12986,-5.45379,"Moron AFB, Spain
	
Moron AFB, Spain
	
Moron AFB, Spain",1976,11   (passengers:?  crew:?),0
-0.20562,-78.5088,Ecuador,1976,59   (passengers:55  crew:4),0
39.55169,-110.38586,"Sunnyside, Utah",1976,3   (passengers:2  crew:1),0
40.76416,-85.95488,"River, Peru",1976,6   (passengers:0  crew:6),0
53.24925,-0.71466,"Near Thorney, England",1976,18   (passengers:4  crew:14),0
10.77822,106.70323,"Ho Chi Minh City, Vietnam",1976,1   (passengers:?  crew:?),0
58.29973,-134.40679,Alaska,1976,3   (passengers:2  crew:1),0
37.24822,-7.81021,"Lajes, Azores, Portugal",1976,68   (passengers:58  crew:10),0
48.47612,-81.32891,"Timmins, Ontario, Canada",1976,10   (passengers:8  crew:2),0
43.43612,39.93193,"Off Adler, Russia",1976,64   (passengers:55  crew:9),0
45.47927,17.02889,"Near Gaj, Hrvatska, Yugoslavia",1976,176   (passengers:162  crew:14),0
36.40314,32.40698,"Karatepe Mountains, Turkey",1976,154   (passengers:146  crew:8),0
34.10524,-117.29412,"San Bernardino, California",1976,4   (passengers:1  crew:3),0
45.16015,-67.35331,"Mosher Creek, Canada",1976,1   (passengers:1  crew:0),0
45.06157,-83.44515,"Near Alpena, Michigan",1976,15   (passengers:?  crew:?),0
-1.28352,36.8238,"Nairobi, Kenya",1976,4   (passengers:0  crew:4),0
13.11201,-59.61269,"Off Bridgetown, Barbados",1976,73   (passengers:48  crew:25),0
35.76985,-82.18362,"Busick, North Carolina",1976,4   (passengers:3  crew:1),0
-17.78368,-63.18041,"Santa Cruz, Bolivia",1976,3   (passengers:0  crew:3),113
18.94017,72.83486,"Near Bombay, India",1976,95   (passengers:89  crew:6),0
37.02779,-76.34512,"Hampton, Virginia",1976,4   (passengers:2  crew:2),0
4.80183,-75.16383,"El Yopal, Colombia",1976,32   (passengers:27  crew:5),0
-9.39471,-40.50886,"Petrolia, Brazil",1976,2   (passengers:?  crew:?),0
-3.32879,114.5915,"Banjarmasin, Indonesia",1976,29   (passengers:25  crew:4),0
39.32833,-74.58868,Atlantic Ocean,1976,2   (passengers:0  crew:2),0
52.71022,-8.88223,"Shannon, Ireland",1976,5   (passengers:4  crew:1),0
40.30624,21.7884,"Kozani, Greece",1976,50   (passengers:46  crew:4),0
-3.17112,15.61738,"Eastville, Kisangani, Congo",1976,6   (passengers:?  crew:?),0
55.75697,37.61502,"Moscow, Russia",1976,73   (passengers:67  crew:6),0
36.05695,-112.13678,"Grand Canyon, Arizona",1976,2   (passengers:1  crew:1),0
38.93547,-74.92137,"Cape May, New Jersey",1976,3   (passengers:2  crew:1),0
56.77977,105.73767,"Ust-Kut, Russia",1976,7   (passengers:4  crew:3),0
18.49211,80.86959,USSR,1976,48   (passengers:44  crew:4),0
46.95921,142.73857,"Nnear Yuzhno-Sakhalinsk, Russia",1976,8   (passengers:3  crew:5),0
13.75337,100.50483,"Near Bangkok, Thailand",1976,53   (passengers:44  crew:9),19
-8.11597,-79.02278,"Near Trujillo, Peru",1976,19   (passengers:14  crew:5),0
33.82322,-116.51196,"Near Palm Springs, California",1977,4   (passengers:2  crew:2),0
61.21753,-149.85826,"Anchorage, Alaska",1977,5   (passengers:0  crew:5),0
43.25066,76.88814,"Alma Ata,  Kazakastan, USSR",1977,96   (passengers:90  crew:6),0
54.51592,-128.60322,"Terrace, BC, Canada",1977,12   (passengers:9  crew:3),0
59.33258,18.06683,Sweden,1977,22   (passengers:19  crew:3),0
-16.61338,-62.49243,"San Ramon, Bolivia",1977,6   (passengers:?  crew:?),0
48.14924,17.10699,"Bratislava, Slovakia",1977,5   (passengers:2  crew:3),0
44.1979,43.12299,"Mineralnye Vody, Russia",1977,77   (passengers:76  crew:1),0
45.42179,-75.69116,Canada,1977,4   (passengers:2  crew:2),0
12.81509,45.02975,"Off Aden, Yemen",1977,20   (passengers:17  crew:3),0
43.67659,10.54692,"Near Cascina, Italy",1977,44   (passengers:38  crew:6),0
13.51633,2.11627,"Niamey, Niger",1977,2   (passengers:0  crew:2),0
49.04485,-118.22743,"Tezzeron Lake, British Columbia, Canada",1977,5   (passengers:4  crew:1),0
28.14758,-15.42973,"Tenerife, Canary Islands",1977,583   (passengers:560  crew:23),0
-6.17148,106.82649,Indonesia,1977,15   (passengers:13  crew:2),0
55.75697,37.61502,Russia,1977,8   (passengers:5  crew:3),0
5.09121,119.80915,"Near Sanga Sanga, Philippines",1977,6   (passengers:5  crew:1),?
32.33846,-81.89754,"New Hope, Georgia",1977,62   (passengers:60  crew:2),8
13.33835,-81.35813,"SW of Bogota, Colombia",1977,35   (passengers:31  crew:4),0
59.26649,25.96816,"Tapa AFB, Estonia",1977,21   (passengers:15  crew:6),0
14.63325,-90.46713,"Guatemala City, Guatemala",1977,28   (passengers:22  crew:6),0
31.95181,35.94042,Jordan,1977,54   (passengers:50  crew:4),0
33.89607,35.50678,"Beiruit, Lebanon",1977,9   (passengers:0  crew:9),0
-15.42561,28.27875,"Near Lusaka, Zambia",1977,6   (passengers:1  crew:5),0
40.71455,-74.00714,"New York, New York",1977,4   (passengers:4  crew:0),1
23.13212,-82.36749,"Havana, Cuba",1977,67   (passengers:57  crew:10),0
29.59733,-90.71913,"Houma, Louisiana",1977,3   (passengers:2  crew:1),0
-5.79544,-35.21152,"Natal, Brazil",1977,18   (passengers:?  crew:?),0
-31.38691,-57.94559,"Salto-Nueva Hesperides, Uruguay",1977,5   (passengers:3  crew:2),0
48.29629,-122.62611,Wake Island,1977,16   (passengers:0  crew:16),0
38.62775,-90.19956,"Saint Louis, Missouri",1977,3   (passengers:0  crew:3),0
48.50855,32.26559,"Off Kirovograd, Ukraine",1977,6   (passengers:?  crew:?),0
-17.61039,18.62402,"Near Cuangar, Angola",1977,30   (passengers:?  crew:?),0
7.75621,37.21188,"Jima, Ethiopia",1977,5   (passengers:2  crew:3),0
59.44351,112.56807,"Vitim, Russia",1977,30   (passengers:33  crew:6),0
64.73808,-155.48915,"Ruby, Alaska",1977,1   (passengers:0  crew:1),0
-41.47204,-72.93829,"Near Puerto Montt, Chile",1977,38   (passengers:31  crew:7),0
15.1368,-87.13165,"Near Yoro, Honduras",1977,25   (passengers:?  crew:?),0
40.12123,-105.01216,"Creek, Idaho",1977,5   (passengers:4  crew:1),0
34.16536,-118.52706,"Encino, California",1977,2   (passengers:1  crew:1),0
-41.9567,-71.53626,"Near El Bolson, Argentina",1977,6   (passengers:3  crew:3),0
33.17736,-107.03112,"Engle, New Mexico",1977,4   (passengers:3  crew:1),0
39.26373,-81.55857,"Parkersburg, West Virginia",1977,4   (passengers:2  crew:2),0
70.20118,-148.46304,"Deadhorse, Alaska",1977,3   (passengers:2  crew:1),0
9.92976,-84.08569,"San Jose, Costa Rica",1977,3   (passengers:0  crew:3),0
21.30493,-157.85788,Hawaii,1977,2   (passengers:0  crew:2),0
47.67186,-94.99069,"Minto Lake, Alaska",1977,3   (passengers:2  crew:1),0
22.28358,114.13848,Off Hong Kong,1977,4   (passengers:0  crew:4),0
-2.8931,-78.99411,"Near Cuenca, Ecuador",1977,33   (passengers:29  crew:4),0
59.76275,-154.9101,"Mt. Iliamna, Alaska",1977,13   (passengers:11  crew:2),0
59.54913,-139.73246,"Yakutat, Alaska",1977,4   (passengers:0  crew:4),0
35.11415,-106.65452,"Near Albuquerque, New Mexico",1977,20   (passengers:0  crew:20),0
44.4343,26.10298,"Bucharest, Romania",1977,29   (passengers:21  crew:8),0
38.53662,-105.99234,"Salida, Colorado",1977,6   (passengers:5  crew:1),0
3.1479,101.69405,"Kuala Lumpur,  Malaysia",1977,34   (passengers:26  crew:8),0
47.62686,-122.30699,"Stevens Pass,  Washington",1977,7   (passengers:6  crew:1),0
29.76667,-92.97551,"Grand Chenier, Louisiana",1977,2   (passengers:1  crew:1),0
31.02611,-90.65419,"Near Gillsburg, Mississippi",1977,6   (passengers:4  crew:2),0
16.91141,120.40618,"Mindoro, Philippines",1977,24   (passengers:?  crew:?),0
31.88835,-116.584,Yugoslavia,1977,1   (passengers:?  crew:?),0
16.73159,-92.64229,"San Cristobal de las Casas, Mexico",1977,13   (passengers:12  crew:1),0
32.64694,-16.90853,"Funchal, Island of Madeira, Portugal",1977,131   (passengers:125  crew:6),0
41.90323,12.49566,"Rome, Italy",1977,5   (passengers:2  crew:3),0
-34.48015,-58.55965,"Near Bariloche, Argentina",1977,46   (passengers:41  crew:5),0
60.91682,-149.62198,"Near Point Hope, Alaska",1977,2   (passengers:1  crew:1),0
43.34465,3.21589,"Near Beziers, France",1977,34   (passengers:31  crew:3),0
35.1913,-79.47198,"Pinehurst, North Carolina",1977,2   (passengers:1  crew:1),0
40.05049,-100.27778,"Near Al Bayda, Lebanon",1977,59   (passengers:59  crew:0),0
1.35993,103.61277,"Straits of Johore, near Kampung Ladang, Malaysia",1977,100   (passengers:93  crew:7),0
29.78377,-92.16093,"Intracostal City, Louisiana",1977,17   (passengers:16  crew:1),0
18.49211,80.86959,USSR,1977,17   (passengers:13  crew:4),0
28.45831,-16.2792,"Hierro, Canary Islands",1977,13   (passengers:0  crew:13),0
37.97708,-87.56405,"Evansville, Indiana",1977,29   (passengers:26  crew:3),0
28.22509,-81.6553,"Davenport, Indiana",1977,2   (passengers:1  crew:1),0
39.94529,-8.04305,"Off Madeira, Portugal",1977,36   (passengers:35  crew:1),0
40.76031,-111.88822,"Near Salt Lake City, Utah",1977,3   (passengers:0  crew:3),0
18.12134,-65.45698,"Vieques, Puerto Rico",1977,5   (passengers:5  crew:0),0
73.03552,-84.53044,"Nanisivik, Canada",1977,8   (passengers:6  crew:2),0
30.1826,-96.9374,"Giddings, Texas",1977,2   (passengers:1  crew:1),0
26.45948,-80.06163,Antilles,1977,10   (passengers:?  crew:?),0
-2.8931,-78.99411,"Cuenca, Ecuador",1977,24   (passengers:20  crew:4),0
19.04461,72.81905,"Off Bandra, Maharashtra, India",1978,213   (passengers:190  crew:23),0
37.73082,-88.93005,"Marion, Illinois",1978,2   (passengers:1  crew:1),0
41.11978,-78.75975,"Dubois, Pennsylvania",1978,2   (passengers:1  crew:1),0
10.47133,-73.25606,"Near San Vincente, Colombia",1978,14   (passengers:10  crew:4),0
-6.66304,-69.86731,"Eirunepe, Brazil",1978,2   (passengers:0  crew:2),0
-30.40624,-56.47129,"Near Artigas, Uruguay",1978,44   (passengers:40  crew:4),0
46.27391,-119.27372,"Richland, Washington",1978,17   (passengers:15  crew:2),0
49.51353,-115.76876,"Cranbrook, British Columbia, Canada",1978,42   (passengers:38  crew:4),0
39.00422,-119.84769,"Genoa Peak, Nevada",1978,4   (passengers:3  crew:1),0
58.29973,-134.40679,Alaska,1978,3   (passengers:2  crew:1),0
34.59606,-120.14421,"Solvang, California",1978,7   (passengers:4  crew:3),0
13.47357,144.7542,"Agana, Guam",1978,2   (passengers:2  crew:0),0
34.05349,-118.24532,"LAX, Los Angeles, California",1978,2   (passengers:2  crew:0),0
11.9555,8.49748,"Kano, Nigeria",1978,18   (passengers:11  crew:7),0
10.50556,-66.91771,"Off Caracas, Venezuela",1978,47   (passengers:43  crew:4),0
31.69682,-89.13518,"Laurel, Mississippi",1978,2   (passengers:1  crew:1),0
42.64904,-83.52886,"Whitelake, Michigan",1978,2   (passengers:1  crew:1),0
42.2636,22.58955,"Vrastsa, Bulgaria",1978,73   (passengers:66  crew:7),0
33.89894,-117.4664,"Near Riverside, California",1978,6   (passengers:5  crew:1),0
19.73491,96.20139,Burma,1978,48   (passengers:44  crew:4),0
-22.50508,-44.094,"Volta Redonda, Rio de Janeiro, Brazil",1978,4   (passengers:3  crew:1),0
29.29533,-94.80791,"Off Galveston, Texas",1978,3   (passengers:3  crew:0),0
18.349,-64.93043,"St. Thomas, Virgin Islands",1978,2   (passengers:0  crew:2),0
68.97229,33.08808,"Near Murmansk, Russia",1978,2   (passengers:2  crew:0),0
39.64121,-85.57572,"Arlington, Indiana",1978,9   (passengers:8  crew:1),0
-13.83688,-171.75673,Samoa,1978,10   (passengers:9  crew:1),0
4.61496,-74.06941,"Bogota, Colombia",1978,8   (passengers:5  crew:3),0
30.42085,-87.21723,"Pensacola, Florida",1978,3   (passengers:3  crew:0),0
33.54845,133.54176,"Kouchi, Japan",1978,13   (passengers:0  crew:13),0
54.41158,32.45761,"Pochinok, Russia",1978,4   (passengers:4  crew:0),0
47.56083,-52.71219,"Saint John's, Newfoundland",1978,10   (passengers:8  crew:2),0
60.3907,5.33275,"Off Bergen, Norway",1978,18   (passengers:16  crew:2),0
43.6487,-79.38545,"Toronto, Canada",1978,2   (passengers:2  crew:0),0
-1.28352,36.8238,"Near Nairobi, Kenya",1978,5   (passengers:5  crew:0),0
-16.49908,-68.13378,Bolivia,1978,18   (passengers:15  crew:3),0
56.29657,-133.61462,"Laboucher Bay, Alaska",1978,12   (passengers:11  crew:1),0
36.90534,-104.43901,"Raton, New Mexico",1978,6   (passengers:5  crew:1),0
18.06852,97.44049,"Papun, Burma",1978,14   (passengers:11  crew:3),0
36.17193,-115.14001,"Las Vegas, Nevada",1978,10   (passengers:9  crew:1),0
39.32833,-74.58868,Atlantic Ocean,1978,4   (passengers:3  crew:1),0
-16.52517,28.80202,"Near Kariba, Rhodesia (Zimbabwe)",1978,38   (passengers:34  crew:4),0
49.2912,-123.12965,"Coal Harbour, BC, Canada",1978,11   (passengers:9  crew:2),0
9.51198,-13.70538,"Conakry, Guinea",1978,15   (passengers:8  crew:7),0
19.35424,-99.30093,"Near Mexico City, Mexico",1978,18   (passengers:17  crew:1),0
40.05538,-88.25127,"Savoy, Illinois",1978,6   (passengers:5  crew:1),0
56.47076,-132.38373,"Wrangell, Alaska",1978,3   (passengers:2  crew:1),0
60.77318,-148.68466,"Whittier, AK",1978,6   (passengers:5  crew:1),0
14.47083,121.02187,"Paranaque, Philippines",1978,21   (passengers:17  crew:4),12
39.32833,-74.58868,Atlantic Ocean,1978,3   (passengers:2  crew:1),0
32.71568,-117.16171,"San Diego, California",1978,137   (passengers:128  crew:9),7
42.72227,-72.94133,"Monroe, Massachusetts",1978,3   (passengers:2  crew:1),0
18.38475,-66.05481,"San Juan, Puerto Rico",1978,6   (passengers:5  crew:1),0
62.89301,27.68222,"Near Kuopio, Finland",1978,15   (passengers:12  crew:3),0
22.00854,96.08397,"Near Mandalay, Myanmar",1978,2   (passengers:1  crew:1),0
-33.43722,-70.65002,"Santiago de Chile, Chile",1978,18   (passengers:?  crew:?),?
56.83765,60.59891,"Sverdlovsk, Russia",1978,38   (passengers:34  crew:4),0
60.55309,-151.25973,"Kenai, Alaska",1978,2   (passengers:2  crew:0),0
-9.43839,159.92237,Solomon Islands,1978,11   (passengers:?  crew:?),0
18.49211,80.86959,USSR,1978,26   (passengers:21  crew:5),0
34.71925,-106.29968,"Torreon, New Mexico",1978,4   (passengers:3  crew:1),0
-1.45643,-48.50327,"Belém, Brazil",1978,9   (passengers:?  crew:?),0
31.2105,29.91253,"Off Alexandria, Egypt",1978,18   (passengers:?  crew:?),0
30.26759,-97.74299,Texas,1978,2   (passengers:1  crew:1),0
7.15966,79.87023,"Near Katunayake, Sri Lanka",1978,183   (passengers:175  crew:8),0
38.87093,-99.33227,"Hays, Kansas",1978,2   (passengers:1  crew:1),0
32.11355,76.47784,"Near Leh, India",1978,77   (passengers:70  crew:7),1
7.70685,-72.35859,"Near Rubio, Venezuela",1978,27   (passengers:24  crew:3),0
55.20441,-132.82445,"Hydaburg, Alaska",1978,5   (passengers:4  crew:1),0
41.76376,-72.67394,"Hartford, Connecticut",1978,3   (passengers:2  crew:1),0
40.44384,-106.80004,"Near Steamboat Springs, Coloado",1978,2   (passengers:1  crew:1),0
41.3204,14.75799,"Selvapiana, Italy",1978,10   (passengers:?  crew:?),0
17.39488,78.47077,"Hyderabad, India",1978,1   (passengers:1  crew:0),3
40.61067,-89.46152,"Morton, Illinois",1978,2   (passengers:1  crew:1),0
61.52738,-165.58976,"Chevak, Alaska",1978,2   (passengers:2  crew:0),0
38.16316,13.10412,"Off Cinisi, Sicily, Italy",1978,108   (passengers:103  crew:5),0
22.29278,113.94805,"Islands, Caribbean",1978,10   (passengers:?  crew:?),0
45.5118,-122.67563,"Portland, Oregon",1978,10   (passengers:8  crew:2),0
42.55519,-72.06491,"Templeton, Massachusetts",1979,5   (passengers:3  crew:2),0
57.09954,93.33669,"Minsk, Russia",1979,13   (passengers:8  crew:5),0
50.59615,36.58848,"Near Belgorod, Russia",1979,3   (passengers:0  crew:3),0
42.96642,-85.67195,"Grand Rapids, Michigan",1979,4   (passengers:3  crew:1),0
31.62401,-2.22262,"Bechar, Algeria",1979,14   (passengers:14  crew:0),0
44.34972,2.57287,"Rodez, France",1979,5   (passengers:3  crew:2),0
35.68409,139.80885,"125 miles ENE of Tokyo, Japan",1979,6   (passengers:0  crew:6),0
42.71219,18.34062,"Trebinje, Bosnia Herzegovina",1979,3   (passengers:0  crew:3),0
-22.47286,-48.98902,"Near Agudos, Brazil",1979,18   (passengers:16  crew:2),0
39.27944,-80.34017,"Clarksburg, West Virginia",1979,2   (passengers:1  crew:1),0
53.31457,-1.15436,Rhodesia,1979,59   (passengers:54  crew:5),0
-40.71367,175.21646,"Manakau Harbor, New Zealand",1979,2   (passengers:1  crew:1),0
9.01358,38.76287,Ethiopia,1979,5   (passengers:?  crew:?),0
33.39896,-91.03778,"Greensville, Mississippi",1979,3   (passengers:1  crew:2),0
