Latitude,Longitude,Locations,year,fatalities,ground
-14.85335,-40.85828,"Vitoria da Conquista, Brazil",1955,5   (passengers:4  crew:1),0
19.3922,-99.15478,"Cuidad de Valles, Mexic",1955,7   (passengers:?  crew:?),?
20.52333,-104.78834,"Mascota, Mexico",1955,26   (passengers:23  crew:3),0
4.21198,-76.31914,"Trujillo, Colombia",1955,8   (passengers:5  crew:3),0
37.20897,-93.29159,"Springfield, Missouri",1955,13   (passengers:11  crew:2),0
21.30493,-157.85788,Hawaii,1955,66   (passengers:57  crew:9),0
57.82395,-5.66844,coast,1955,4   (passengers:2  crew:2),0
30.42085,-87.21723,"Off Pensacola, Florida",1955,2   (passengers:0  crew:2),0
40.72816,-73.21808,"Islip, New York",1955,3   (passengers:0  crew:3),0
-1.28352,36.8238,Kenya,1955,20   (passengers:16  crew:4),0
10.1345,-64.66262,"Off Barcelona, Venezuela",1955,4   (passengers:4  crew:0),0
53.54624,-113.49037,"Edmonton, Alberta, Canada",1955,2   (passengers:0  crew:2),0
10.92759,14.1969,"Fort Lamy, Cameroon",1955,3   (passengers:0  crew:3),0
-25.29738,-57.62775,"Near Asuncion, Paraguay",1955,16   (passengers:9  crew:7),0
21.12377,-101.68214,"Leon, Mexico",1955,18   (passengers:18  crew:0),0
17.06173,-96.7261,"Oaxaca, Mexico",1955,22   (passengers:19  crew:3),0
41.88425,-87.63245,"Chicago, Illinois",1955,22   (passengers:20  crew:2),0
41.39813,23.20747,"Near Petrich, Bulgaria",1955,58   (passengers:51  crew:7),0
37.76971,-92.11671,"Fort Leonard Wood, Missouri",1955,30   (passengers:27  crew:3),0
51.66782,39.20696,"Near Voronezh, Russia",1955,25   (passengers:20  crew:5),0
48.53681,8.54202,"Near Edelweiler, West Germany",1955,66   (passengers:?  crew:?),0
-20.52409,-41.90594,"Caparao Mountain, Brazil",1955,13   (passengers:9  crew:4),0
27.10156,87.63072,"Simra, Nepal",1955,2   (passengers:0  crew:2),0
19.25804,95.92482,Burma (Myanmar),1955,9   (passengers:6  crew:3),0
34.18193,-118.30765,"Burbank, California",1955,2   (passengers:0  crew:2),1
6.7501,11.80415,"Near Banyo, Cameroon",1955,16   (passengers:8  crew:8),0
54.15765,-113.12561,"Near Thorhild, Alberta, Canada",1955,2   (passengers:1  crew:1),0
32.89534,13.18105,Libya,1955,15   (passengers:13  crew:2),0
21.30493,-157.85788,"Ocean (1,000 miles west of Honolulu, HI)",1955,3   (passengers:0  crew:3),0
62.45447,-114.37092,"Yellowknife, Northwest Territory, Canada",1955,1   (passengers:0  crew:1),0
-12.87662,-75.65781,"Pico Oiriruma-Vinac, Peru",1955,19   (passengers:15  crew:4),0
40.68958,-95.88435,"Near Centennial, Wyoming",1955,66   (passengers:63  crew:3),0
48.20263,16.36843,"Near Vienna, Austria",1955,7   (passengers:6  crew:1),0
40.16394,-105.10022,"Longmont, Colorado",1955,44   (passengers:39  crew:5),0
47.60358,-122.32945,"Seattle, Washingon",1955,28   (passengers:27  crew:1),0
35.98116,-115.16485,"Near Las Vegas, Nevada",1955,14   (passengers:10  crew:4),0
36.26251,139.32647,"Jima, Japan",1955,10   (passengers:2  crew:8),0
37.45466,-120.70719,"Near Ballico, California",1955,10   (passengers:0  crew:10),0
-1.45643,-48.50327,"Belem, Brazil",1955,6   (passengers:4  crew:2),0
48.50917,135.07437,"Khabarovsk Territory, Russia",1955,21   (passengers:16  crew:5),0
32.73447,-80.24158,"Hollywood, South Carolina",1955,2   (passengers:0  crew:2),0
-23.56287,-46.65469,"Sao Paulo, Brazil",1955,26   (passengers:?  crew:?),0
30.33147,-81.65622,"Jacksonville, Florida",1955,17   (passengers:12  crew:5),0
-42.95626,147.53321,"Frederick Henry Bay,  Australia",1956,1   (passengers:0  crew:1),0
47.6014,-52.70582,"Newfoundland, Canada",1956,4   (passengers:1  crew:3),0
45.75943,4.82886,"Lyon, France",1956,3   (passengers:0  crew:3),0
49.20849,-102.428,"Frobisher Bay, Canada",1956,2   (passengers:0  crew:2),0
46.81294,-71.20528,"Near Fort Chimo, Quebec, Canada",1956,2   (passengers:0  crew:2),0
37.57992,-121.98549,"Near Niles, California",1956,40   (passengers:35  crew:5),0
35.82929,14.47509,"Zurrieg, Malta",1956,50   (passengers:45  crew:5),0
41.00196,-98.61223,"Near Cairo, Egypt",1956,52   (passengers:49  crew:3),0
36.20219,37.15377,"Near Aleppo, Syria",1956,19   (passengers:16  crew:3),0
33.70768,73.07048,Pakistan,1956,3   (passengers:0  crew:3),0
26.62088,92.79398,"Tezpur, India",1956,2   (passengers:2  crew:0),0
51.50643,-0.12721,England,1956,1   (passengers:0  crew:1),0
13.75337,100.50483,",Thailand",1956,19   (passengers:?  crew:?),0
18.11631,75.0282,"Indapur, India",1956,3   (passengers:0  crew:3),0
40.43851,-79.99734,"Pittsburgh, Pennsylvania",1956,22   (passengers:21  crew:1),0
47.60358,-122.32945,"Seattle, Washington",1956,5   (passengers:4  crew:1),0
30.18837,-82.65714,"Lake, Alaska",1956,6   (passengers:5  crew:1),0
-2.62717,-56.73404,"Parintins, Brazil",1956,3   (passengers:1  crew:2),0
51.50643,-0.12721,"London, England",1956,2   (passengers:2  crew:0),0
45.48048,-75.51061,"Orleans, Ontario, Canada",1956,2   (passengers:0  crew:2),13
27.69329,85.32227,"Kathmandu, Nepal",1956,14   (passengers:14  crew:0),1
14.63325,-90.46713,"Guatemala City, Guatemala",1956,30   (passengers:27  crew:3),0
35.43388,-80.5793,Over North Carolina,1956,1   (passengers:1  crew:?),0
40.21703,-74.01301,"Asbury Park, New Jersey",1956,74   (passengers:64  crew:10),0
11.9555,8.49748,"Kano, Nigeria",1956,32   (passengers:29  crew:3),0
36.05695,-112.13678,"Grand Canyon, Arizona",1956,128   (passengers:117  crew:11),0
42.0945,-83.28092,"Near Flat Rock, Michigan",1956,1   (passengers:1  crew:0),0
39.97987,-74.54275,"Near Brows Mills, New Jersey",1956,46   (passengers:38  crew:8),0
52.71022,-8.88223,"Shannon, Ireland",1956,4   (passengers:0  crew:4),0
-33.11698,-64.3449,"Rio Cuarto, Argentina",1956,18   (passengers:14  crew:4),0
20.84919,96.06116,"Thazi, Burma",1956,12   (passengers:9  crew:3),0
55.20762,-162.72001,"Cold Bay, Alaska",1956,15   (passengers:11  crew:4),0
31.95181,35.94042,"Amman, Jordan",1956,1   (passengers:1  crew:0),0
36.74676,-95.97903,"Bartlesville, Oklahoma",1956,0   (passengers:0  crew:0),0
64.49946,-165.40575,"Near Nome, Alaska",1956,5   (passengers:4  crew:1),0
52.41747,-2.5366,"Land's End, England",1956,59   (passengers:50  crew:9),0
38.4067,-75.06123,the Pacific Ocean,1956,0   (passengers:0  crew:0),0
23.83145,91.28718,"Agartala, India",1956,3   (passengers:0  crew:3),0
50.78467,-1.08818,Sea,1956,23   (passengers:?  crew:?),0
51.50643,-0.12721,England,1956,7   (passengers:5  crew:2),0
59.9123,10.75,Norway,1956,2   (passengers:1  crew:1),0
12.1172,-86.24079,Nicaragua,1956,25   (passengers:20  crew:5),0
9.34814,-75.41771,"El Rucio Mountain, Colombia",1956,36   (passengers:33  crew:3),0
47.57638,8.52138,"Near Eglisau, Switzerland",1956,23   (passengers:18  crew:5),0
48.85718,2.34141,"Paris, France",1956,34   (passengers:24  crew:10),8
10.50556,-66.91771,"Caracas, Venezuela",1956,25   (passengers:18  crew:7),0
1.61172,-75.6105,"Caqueta, Colombia",1956,14   (passengers:10  crew:4),0
49.09949,-121.93904,"Near Chilliwack, British Columbia, Canada",1956,62   (passengers:59  crew:3),0
48.45267,2.47833,"Dannemois, France",1956,5   (passengers:0  crew:5),0
50.22758,11.02431,"Grub, Germany",1956,3   (passengers:1  crew:2),0
46.35149,11.30055,"Giner, Italy",1956,21   (passengers:17  crew:4),0
26.31159,50.13416,"Dhahran, Saudi Arabia",1956,15   (passengers:11  crew:4),0
36.26792,-95.85501,"Owasso, Oklahoma",1957,1   (passengers:1  crew:0),0
-34.6085,-58.37344,"Near Buenos Aires, Argentina",1957,17   (passengers:15  crew:2),1
12.1172,-86.24079,Nicaragua,1957,16   (passengers:13  crew:3),0
48.85718,2.34141,"Paris, France",1957,2   (passengers:1  crew:1),0
34.25969,-118.31424,"Near Sunland, California",1957,5   (passengers:0  crew:5),3
40.71455,-74.00714,"New York, New York",1957,21   (passengers:21  crew:0),0
37.67225,126.64195,"Kimpo Air Base, South Korea",1957,22   (passengers:19  crew:3),0
48.02157,-123.00063,"Blyn, Washington",1957,5   (passengers:2  crew:3),0
35.49837,133.73372,"Near Miho AB, Japan",1957,17   (passengers:?  crew:?),0
51.64391,-1.31246,"Drayton, England",1957,18   (passengers:15  crew:3),2
3.37664,-74.80238,"Soldado, Colombia",1957,15   (passengers:12  crew:3),0
53.4796,-2.24874,"Manchester, England",1957,20   (passengers:15  crew:5),2
10.27462,123.96389,"Near Cebu, Philippines",1957,24   (passengers:21  crew:3),0
-17.68656,-66.50826,"Near Sayari, Bolivia",1957,19   (passengers:16  crew:3),0
38.40751,-75.06392,Over the North Pacific Ocean,1957,67   (passengers:57  crew:10),0
-31.32863,-54.10736,"Bage, Brazil",1957,40   (passengers:35  crew:5),0
36.77157,3.05927,"Algiers, Algeria",1957,34   (passengers:30  crew:4),0
-26.53444,-53.33658,"Anchieta Island, Brazil",1957,26   (passengers:23  crew:3),0
20.9667,-89.62317,"Merida, Mexico",1957,3   (passengers:0  crew:3),1
31.95181,35.94042,Jordan,1957,24   (passengers:21  crew:3),0
33.34213,44.39309,Iraq,1957,1   (passengers:1  crew:0),0
52.3712,-2.5714,"Blackbushe, Hants, England",1957,34   (passengers:29  crew:5),0
22.52503,88.27244,"Santoshpur, India",1957,1   (passengers:0  crew:1),0
40.41455,-3.70844,"Barajas, Madrid, Spain",1957,37   (passengers:32  crew:5),0
64.17942,-51.72924,Greenland,1957,2   (passengers:0  crew:2),0
-41.14157,-71.29964,"Near San Carlos de Bariloche, Argentina",1957,16   (passengers:11  crew:5),0
28.63096,77.21728,"New Delhi, India",1957,2   (passengers:0  crew:2),3
55.75697,37.61502,"Near Moscow, Russia",1957,9   (passengers:5  crew:4),0
46.94843,7.44046,Switzerland,1957,9   (passengers:0  crew:9),0
39.23835,-77.2789,"Near Clarksburg, Maryland",1957,3   (passengers:0  crew:3),0
50.72419,-127.49549,"Port Hardy, BC, Canada",1957,14   (passengers:12  crew:2),0
-10.59538,142.24958,"Horn Island, Queensland, Australia",1957,6   (passengers:?  crew:?),?
33.70768,73.07048,Pakistan,1957,24   (passengers:20  crew:4),0
45.67932,-75.9874,"Near Fort Rupert, Quebec, Canada",1957,4   (passengers:?  crew:?),?
24.75881,120.96309,"Near Hsinchu, Taiwan (Formosa)",1957,16   (passengers:9  crew:7),0
-0.90624,122.8812,"Near Biak, Indonesia",1957,58   (passengers:49  crew:9),0
34.85919,-116.88892,"Daggett, California",1957,1   (passengers:1  crew:0),0
46.57971,-71.62276,"Near Issoudun, Quebec, Canada",1957,79   (passengers:73  crew:6),0
55.67567,12.56756,"Copenhagen, Denmark",1957,23   (passengers:18  crew:5),0
26.13436,91.80458,"Assam, India",1957,8   (passengers:0  crew:8),0
14.66752,-86.21208,"Near Juticalpa, Honduras",1957,12   (passengers:9  crew:3),0
9.11319,-70.40206,"Niquitao, Venezuela",1957,8   (passengers:5  crew:3),0
41.63781,-70.93089,"New Bedford, Massachusetts",1957,12   (passengers:10  crew:2),0
-34.87417,-56.16293,"Montevideo,  Uruguay",1957,1   (passengers:0  crew:1),0
19.29711,73.0635,"Bhiwandi, Maharashtra, India",1957,3   (passengers:0  crew:3),0
55.68326,-6.24716,"Islay-Glenegedale Airport, Scotland",1957,3   (passengers:0  crew:3),0
50.28534,113.28731,"Akshi, Russia",1957,27   (passengers:22  crew:5),0
33.89607,35.50678,"Beirut, Lebanon",1957,27   (passengers:23  crew:4),0
-30.03392,-51.22799,"Porto Alegre, Brazil",1957,2   (passengers:0  crew:2),0
54.59534,-5.93453,"Belfast, Ireland",1957,7   (passengers:5  crew:2),0
40.42028,-3.70578,"Madrid, Spain",1957,21   (passengers:17  crew:4),0
19.84549,-90.53702,"Near Campeche, Mexico",1957,3   (passengers:0  crew:3),0
51.21564,6.77666,"Dusseldorf, West Germany",1957,7   (passengers:1  crew:6),1
55.75697,37.61502,"Moscow, Russia",1957,4   (passengers:?  crew:?),?
51.45379,-2.59168,"Bristol, England",1957,15   (passengers:0  crew:15),0
21.31451,-157.87134,"900 miles E of Honolulu, Hawaii, Pacific Ocean",1957,44   (passengers:36  crew:8),0
39.57149,2.64694,"Near Palma de Mallorca, Spain",1957,4   (passengers:2  crew:2),0
50.67155,-1.439,"Chessell Down, England",1957,43   (passengers:35  crew:8),0
-43.53102,172.63778,"Christchurch, New Zealand",1957,4   (passengers:2  crew:2),0
-36.23027,-61.11432,"Bolivar, Argentina",1957,61   (passengers:55  crew:6),0
47.58506,-72.74282,"Jeannine Lake, Quebec, Canada",1957,3   (passengers:3  crew:0),0
8.1344,123.82726,"Ozamis City, Philippines",1957,2   (passengers:1  crew:1),0
48.78799,132.93066,"Near Birobidzhan, Russia",1957,27   (passengers:22  crew:5),0
21.30493,-157.85788,Hawaii,1957,19   (passengers:16  crew:3),0
51.90263,0.19662,"Stansted, England",1957,4   (passengers:0  crew:4),0
-34.6085,-58.37344,"Buenos Aires, Argentina",1957,8   (passengers:?  crew:?),0
-1.45643,-48.50327,"Belem, Brazil",1958,3   (passengers:0  crew:3),0
-16.49908,-68.13378,"Near La Paz, Bolivia",1958,11   (passengers:7  crew:4),0
-22.91216,-43.17501,"Rio de Janeiro, Brazil",1958,5   (passengers:3  crew:2),0
33.91681,-118.07253,"Norwalk, California",1958,47   (passengers:35  crew:12),1
48.13642,11.57755,"Munich, Germany",1958,23   (passengers:21  crew:2),0
40.66115,16.53772,"Mount Vesuvius, Italy",1958,16   (passengers:10  crew:6),0
30.04993,31.2486,"Cairo, Egypt",1958,1   (passengers:0  crew:1),0
-17.54471,-149.57463,French Polynesia,1958,15   (passengers:12  crew:3),0
37.75104,-25.6703,"Off Corvo Island, Azores",1958,22   (passengers:0  crew:22),0
53.60067,-2.54706,"Horwich, Lancs, England",1958,35   (passengers:35  crew:0),0
53.45181,-8.47389,"Off Ryukyu Islands, Okinawa",1958,26   (passengers:19  crew:7),0
42.58091,-73.09644,"Lake, Egypt",1958,8   (passengers:4  crew:4),0
35.15064,-107.84989,"Grants, New Mexico",1958,4   (passengers:2  crew:2),0
27.69329,85.32227,"Near Kathmandu, Nepal",1958,20   (passengers:16  crew:4),0
25.77481,-80.19773,"Miami, Florida",1958,9   (passengers:9  crew:0),0
33.21043,-97.75854,"Bridgeport, Texas",1958,18   (passengers:?  crew:?),0
-0.20562,-78.5088,"Quito, Ecuador",1958,3   (passengers:3  crew:0),0
43.52491,-84.12027,"Freeland, Michigan",1958,47   (passengers:44  crew:3),0
-0.20562,-78.5088,Ecuador,1958,32   (passengers:29  crew:3),0
42.09258,0.87709,"Castell de Fels, Spain",1958,16   (passengers:14  crew:2),0
36.1498,-115.04729,"Near Sloan, 10 miles SW of Las Vegas, Nevada",1958,49   (passengers:42  crew:7),0
28.63096,77.21728,"New Delhi, India",1958,21   (passengers:17  crew:4),2
47.91901,2.39675,"Chatenoy, France",1958,3   (passengers:0  crew:3),0
33.59662,-7.61889,"Near Casablanca, Morocco",1958,61   (passengers:52  crew:9),0
39.31307,-77.62756,"Brunswick, Maryland",1958,12   (passengers:7  crew:5),0
28.47763,77.06953,"Gurgaon, India",1958,4   (passengers:0  crew:4),0
36.77157,3.05927,"SW of Algiers, Algeria",1958,15   (passengers:12  crew:3),0
-22.91216,-43.17501,"Rio de Janeiro, Brazil",1958,4   (passengers:0  crew:4),0
14.58865,120.98454,"Manila, Philippines",1958,1   (passengers:1  crew:0),0
20.68758,-103.35104,"Near Guadalajara, Mexico",1958,45   (passengers:38  crew:7),0
39.45637,-77.96456,"Martinsburg, West Virginia",1958,1   (passengers:0  crew:1),0
59.56523,150.80468,"Magadan Oblast, Russia",1958,24   (passengers:20  crew:4),0
-25.43998,-49.27654,"Curitiba, Brazil",1958,21   (passengers:16  crew:5),0
28.47952,76.39577,"Mohanbari, India",1958,5   (passengers:3  crew:2),0
42.15223,-72.57643,"Near Chicopee Falls, Massachusetts",1958,15   (passengers:8  crew:7),0
23.71321,90.39957,"Dhaka, Baangladesh",1958,3   (passengers:0  crew:3),0
32.11439,20.10736,"Benghazi, Libya",1958,36   (passengers:32  crew:4),0
-1.45643,-48.50327,"Near Belem, Brazil",1958,10   (passengers:4  crew:6),0
35.68409,139.80885,Japan,1958,33   (passengers:30  crew:3),0
38.3323147,-75.0841975,"North Atlantic Ocean, 100 miles W of Galway Bay, Ireland",1958,99   (passengers:91  crew:8),0
41.28364,-70.09868,"Nantucket, Massachusetts",1958,25   (passengers:22  crew:3),0
52.02447,113.51298,"Near Chita, Russia",1958,64   (passengers:54  crew:10),0
51.50643,-0.12721,"London, England",1958,3   (passengers:0  crew:3),4
13.47357,144.7542,Guam,1958,19   (passengers:12  crew:7),0
55.75697,37.61502,Russia,1958,17   (passengers:0  crew:17),0
-7.22405,-35.89099,"Campina Grande, Brazil",1958,13   (passengers:11  crew:2),0
55.3605,74.0312,"Kazakh, Russia",1958,27   (passengers:22  crew:5),0
47.64046,-117.64459,"Near Fairchild AFB, Washington DC",1958,13   (passengers:0  crew:13),0
38.74285,139.75684,"Mount Oyama, Japan",1958,8   (passengers:2  crew:6),0
48.98085,2.00338,"Triel, France",1958,15   (passengers:0  crew:15),0
45.87462,133.65042,"Near Lazo, Russia",1958,28   (passengers:24  crew:4),0
50.78467,-1.08818,Sea,1958,5   (passengers:0  crew:5),0
44.07429,-116.93655,"Payette, Idaho",1958,19   (passengers:14  crew:5),0
10.57837,-62.86462,"Alto del Cedro, Venezuela",1958,23   (passengers:17  crew:6),0
-14.0614,-66.83825,"Villa Montes, Bolivia",1958,20   (passengers:17  crew:3),0
55.50304,47.46767,"Near Kanash, Russia",1958,80   (passengers:71  crew:9),0
47.28728,-53.97989,"NAS Argentia, Placentia Bay,  Newfoundland,  Canada",1958,11   (passengers:?  crew:?),0
41.45073,12.62503,"Anzio, Italy",1958,31   (passengers:26  crew:5),0
23.13212,-82.36749,Cuba,1958,17   (passengers:13  crew:4),0
42.73704,12.9361,"Near Roccatamburo di Poggiodomo, Italy",1958,8   (passengers:4  crew:4),0
-16.49908,-68.13378,"La Paz, Bolivia",1958,3   (passengers:0  crew:3),0
38.34365,-75.0783,North Atlantic Ocean,1958,42   (passengers:36  crew:6),0
40.58147,-105.07662,"Fort Collins, Colorado",1958,2   (passengers:0  crew:2),0
36.44462,-6.13679,"Guadarrama Mountains, Spain",1958,21   (passengers:16  crew:5),0
41.32076,69.30639,"Tashkent, Uzbekstan",1958,21   (passengers:15  crew:6),0
50.76402,-1.77201,"Winkton, England",1958,9   (passengers:7  crew:2),0
-17.82439,31.04995,"Salisbury, Zimbabwe (Harare, Zimbabwe)",1958,3   (passengers:3  crew:0),0
-22.91216,-43.17501,"Rio de Janeiro, Brazil",1958,21   (passengers:17  crew:4),0
14.50094,-89.64243,"Mt. Pena Blanca, Guatemala",1959,5   (passengers:2  crew:3),0
36.49028,-82.40928,"Mt. Holston, Tennessee",1959,10   (passengers:7  crew:3),0
-22.91216,-43.17501,"Rio de Janerio, Brazil",1959,36   (passengers:29  crew:7),0
-22.91216,-43.17501,"Rio de Janeiro, Brazil",1959,36   (passengers:29  crew:7),0
38.57944,-121.49085,California,1959,2   (passengers:0  crew:2),0
-37.99742,-57.54847,"Off Mar del Plata, Argentina",1959,51   (passengers:46  crew:5),0
48.51375,44.54333,"Stalingrad, Russia",1959,25   (passengers:20  crew:5),0
8.59879,-71.14324,"Near Merida, Venezuela",1959,4   (passengers:2  crew:2),0
31.95181,35.94042,Jordan,1959,10   (passengers:6  crew:4),0
40.6347,17.94026,"Brindisi, Italy",1959,2   (passengers:0  crew:2),0
30.05158,-99.14532,"Kerrville, Texas",1959,3   (passengers:1  crew:2),0
40.76952,-73.88675,"La Guardia Airport, New York, NY",1959,65   (passengers:63  crew:2),0
43.14668,-93.20109,"Mason City, Iowa",1959,4   (passengers:3  crew:1),0
51.163,-0.17387,"Gatwick, Surrey, England",1959,14   (passengers:9  crew:5),0
-33.43722,-70.65002,Chile,1959,5   (passengers:0  crew:5),0
12.1172,-86.24079,"Managua, Nicaragua",1959,15   (passengers:13  crew:2),0
